BUILDING_REFERENCE_NUMBER,OSG_REFERENCE_NUMBER,ADDRESS1,ADDRESS2,ADDRESS3,POSTCODE,INSPECTION_DATE,TYPE_OF_ASSESSMENT,LODGEMENT_DATE,ENERGY_CONSUMPTION_CURRENT,TOTAL_FLOOR_AREA,3_YR_ENERGY_COST_CURRENT,3_YR_ENERGY_SAVINGS_POTENTIAL,CURRENT_ENERGY_EFFICIENCY,CURRENT_ENERGY_RATING,POTENTIAL_ENERGY_EFFICIENCY,POTENTIAL_ENERGY_RATING,ENVIRONMENT_IMPACT_CURRENT,CURRENT_ENVIRONMENTAL_RATING,ENVIRONMENT_IMPACT_POTENTIAL,POTENTIAL_ENVIRONMENTAL_RATING,CO2_EMISS_CURR_PER_FLOOR_AREA,IMPROVEMENTS,WALL_DESCRIPTION,WALL_ENERGY_EFF,WALL_ENV_EFF,ROOF_DESCRIPTION,ROOF_ENERGY_EFF,ROOF_ENV_EFF,FLOOR_DESCRIPTION,FLOOR_ENERGY_EFF,FLOOR_ENV_EFF,WINDOWS_DESCRIPTION,WINDOWS_ENERGY_EFF,WINDOWS_ENV_EFF,MAINHEAT_DESCRIPTION,MAINHEAT_ENERGY_EFF,MAINHEAT_ENV_EFF,MAINHEATCONT_DESCRIPTION,MAINHEATC_ENERGY_EFF,MAINHEATC_ENV_EFF,SECONDHEAT_DESCRIPTION,SHEATING_ENERGY_EFF,SHEATING_ENV_EFF,HOTWATER_DESCRIPTION,HOT_WATER_ENERGY_EFF,HOT_WATER_ENV_EFF,LIGHTING_DESCRIPTION,LIGHTING_ENERGY_EFF,LIGHTING_ENV_EFF,AIR_TIGHTNESS_DESCRIPTION,AIR_TIGHTNESS_ENERGY_EFF,AIR_TIGHTNESS_ENV_EFF,CO2_EMISSIONS_CURRENT,CO2_EMISSIONS_POTENTIAL,HEATING_COST_CURRENT,HEATING_COST_POTENTIAL,HOT_WATER_COST_CURRENT,HOT_WATER_COST_POTENTIAL,LIGHTING_COST_CURRENT,LIGHTING_COST_POTENTIAL,ALTERNATIVE_IMPROVEMENTS,LZC_ENERGY_SOURCES,SPACE_HEATING_DEMAND,WATER_HEATING_DEMAND,IMPACT_LOFT_INSULATION,IMPACT_CAVITY_WALL_INSULATION,IMPACT_SOLID_WALL_INSULATION,ADDENDUM_TEXT,CONSTRUCTION_AGE_BAND,FLOOR_HEIGHT,DATA_ZONE,ENERGY_CONSUMPTION_POTENTIAL,EXTENSION_COUNT,FIXED_LIGHTING_OUTLETS_COUNT,LOW_ENERGY_FIXED_LIGHT_COUNT,LOW_ENERGY_LIGHTING,FLOOR_LEVEL,FLAT_TOP_STOREY,GLAZED_AREA,NUMBER_HABITABLE_ROOMS,HEAT_LOSS_CORRIDOOR,NUMBER_HEATED_ROOMS,LOCAL_AUTHORITY_LABEL,MAINS_GAS_FLAG,MAIN_HEATING_CATEGORY,MAIN_FUEL,MAIN_HEATING_CONTROLS,MECHANICAL_VENTILATION,ENERGY_TARIFF,MULTI_GLAZE_PROPORTION,GLAZED_TYPE,NUMBER_OPEN_FIREPLACES,PHOTO_SUPPLY,SOLAR_WATER_HEATING_FLAG,TENURE,TRANSACTION_TYPE,UNHEATED_CORRIDOR_LENGTH,CONSTITUENCY,CONSTITUENCY_LABEL,WIND_TURBINE_COUNT,BUILT_FORM,PROPERTY_TYPE,DATA_ZONE_2011,"CREATED_AT "
1000009714,906282261,"FLAT 8  ","5 SINCLAIR CLOSE ","EDINBURGH ",EH11 1US,2024-03-26,"RdSAP, existing dwelling",2024-03-29,153.00,87,3000.0000,441.0000,77,C,80,C,77,C,81,B,27.00,"Description: Replacement glazing units; Indicative Cost: £1,000 - £1,400; Typical Saving: 51; Energy Rating after improvement: C 80; Environmental Rating after improvement: B 81; Green Deal Eligible: Y | Description: Increase loft insulation to 270 mm; Indicative Cost: £100 - £350; Typical Saving: 97; Energy Rating after improvement: C 79; Environmental Rating after improvement: C 80; Green Deal Eligible: Y | ","Cavity wall, as built, insulated (assumed) | Solid brick, as built, insulated (assumed) ","Good | Good ","Good | Good ","Pitched, 100 mm loft insulation ","Average ","Average ","(another dwelling below) ","N/A ","N/A ","Description: Fully double glazed ","Average ","Average ","Boiler and radiators, mains gas ","Good ","Good ","Programmer, room thermostat and TRVs ","Good ","Good ","None ","N/A ","N/A ","From main system ","Good ","Good ","Low energy lighting in all fixed outlets ","Very Good ","Very Good ",,,,2.30,0.40,2097.0000,1656.0000,528.00,528.00,375.00,375.00,,,6459,2072,-1150,0,0,,1992-1998,2.34,S01001986 (Shandon),126.00,0,12,12,100,top floor,03,1,4,unheated corridor,4,Edinburgh City,,boiler with radiators or underfloor heating,mains gas (not community),2106,natural,Single,100,double glazing installed before 2002,0,"Array: Roof Area: 0%; Connection: not applicable (FGHRS or no PV);  | ",N,owner-occupied,marketed sale,7.45,00QPMG,Sighthill/Gorgie,0,Mid-Terrace,Flat,S01008502 (Shandon - 01),2024-03-29 09:09:23.1805285
1000010201,906312990,"1F2  ","81 HENDERSON ROW ","EDINBURGH ",EH3 5BE,2024-02-01,"RdSAP, existing dwelling",2024-02-07,215.00,39,2118.0000,432.0000,74,C,78,C,78,C,83,B,38.00,"Description: Internal or external wall insulation; Indicative Cost: £4,000 - £14,000; Typical Saving: 144; Energy Rating after improvement: C 78; Environmental Rating after improvement: B 83; Green Deal Eligible: Y | ","Sandstone or limestone, as built, no insulation (assumed) | Sandstone or limestone, as built, partial insulation (assumed) ","Poor | Average ","Poor | Average ","(another dwelling above) ","N/A ","N/A ","(another dwelling below) ","N/A ","N/A ","Description: Fully double glazed ","Average ","Average ","Boiler and radiators, mains gas ","Good ","Good ","Programmer, TRVs and bypass ","Average ","Average ","Room heaters, electric ","N/A ","N/A ","From main system ","Good ","Good ","Low energy lighting in all fixed outlets ","Very Good ","Very Good ",,,,1.40,0.30,1548.0000,1116.0000,396.00,396.00,174.00,174.00,,,3134,1533,0,0,-1298,,before 1919,3.02,S01002201 (New Town West),161.00,0,5,5,100,mid floor,01,1,2,unheated corridor,2,Edinburgh City,,boiler with radiators or underfloor heating,mains gas (not community),2107,natural,Single,100,"double glazing, unknown install date",0,"Array: Roof Area: 0%; Connection: not applicable (FGHRS or no PV);  | ",N,owner-occupied,marketed sale,4.16,00QPME,Inverleith,0,Mid-Terrace,Flat,S01008855 (Canonmills and New Town North - 03),2024-02-07 15:30:48.7139262
1000011181,125014833,"28 DALMORE CRESCENT ",,"HELENSBURGH ",G84 8JP,2024-02-07,"RdSAP, existing dwelling",2024-02-07,239.00,134,6540.0000,1236.0000,69,C,82,B,64,D,78,C,42.00,"Description: Room-in-roof insulation; Indicative Cost: £1,500 - £2,700; Typical Saving: 165; Energy Rating after improvement: C 72; Environmental Rating after improvement: D 67; Green Deal Eligible: Y | Description: Solar photovoltaic panels, 2.5 kWp; Indicative Cost: £3,500 - £5,500; Typical Saving: 507; Energy Rating after improvement: B 82; Environmental Rating after improvement: C 78; Green Deal Eligible: Y | Description: Floor insulation (suspended floor); Indicative Cost: £800 - £1,200; Typical Saving: 246; Energy Rating after improvement: C 75; Environmental Rating after improvement: C 71; Green Deal Eligible: Y | ","Cavity wall, filled cavity ","Average ","Average ","Roof room(s), insulated ","Good ","Good ","Suspended, no insulation (assumed) ","N/A ","N/A ","Description: Mostly double glazing ","Average ","Average ","Boiler and radiators, mains gas ","Good ","Good ","Programmer, room thermostat and TRVs ","Good ","Good ","Room heaters, mains gas ","N/A ","N/A ","From main system ","Good ","Good ","Low energy lighting in 95% of fixed outlets ","Very Good ","Very Good ",,,,5.60,2.00,5517.0000,4281.0000,549.00,549.00,474.00,474.00,,,17768,2138,-200,0,0,,1965-1975,2.45,S01000779 (Helensburgh West and Rhu),152.00,1,20,19,95,,,1,6,,6,Argyll and Bute,,boiler with radiators or underfloor heating,mains gas (not community),2106,natural,Single,80,double glazing installed during or after 2002,0,"Array: Roof Area: 0%; Connection: not applicable (FGHRS or no PV);  | ",N,owner-occupied,marketed sale,,00QDMK,Helensburgh Central,0,Detached,House,S01007384 (Helensburgh West and Rhu - 04),2024-02-07 13:02:29.5008326
1000011413,906121890,"FLAT 4 ","11 HAWKHILL ","EDINBURGH ",EH7 6LA,2024-03-01,"RdSAP, existing dwelling",2024-03-04,185.00,56,2397.0000,387.0000,75,C,79,C,77,C,82,B,33.00,"Description: Hot water cylinder thermostat; Indicative Cost: £200 - £400; Typical Saving: 71; Energy Rating after improvement: C 79; Environmental Rating after improvement: B 82; Green Deal Eligible: Y | Description: Add additional 80 mm jacket to hot water cylinder; Indicative Cost: £15 - £30; Typical Saving: 57; Energy Rating after improvement: C 77; Environmental Rating after improvement: C 79; Green Deal Eligible: Y | ","Cavity wall, filled cavity | Solid brick, as built, insulated (assumed) ","Good | Good ","Good | Good ","(another dwelling above) ","N/A ","N/A ","(another dwelling below) ","N/A ","N/A ","Description: Fully double glazed ","Average ","Average ","Boiler and radiators, mains gas ","Good ","Good ","Room thermostat only ","Poor ","Poor ","None ","N/A ","N/A ","From main system, no cylinder thermostat ","Average ","Average ","Low energy lighting in all fixed outlets ","Very Good ","Very Good ",,,,1.80,0.40,948.0000,1044.0000,1197.00,714.00,252.00,252.00,,,1656,3741,0,0,0,,1992-1998,2.3,S01002237 (Hermitage Park and Prospect Bank),148.00,0,8,8,100,mid floor,01,1,3,unheated corridor,3,Edinburgh City,,boiler with radiators or underfloor heating,mains gas (not community),2103,natural,Unknown,100,"double glazing, unknown install date",0,"Array: Roof Area: 0%; Connection: not applicable (FGHRS or no PV);  | ",N,owner-occupied,none of the above,3.7,00QPMN,Leith,0,Semi-Detached,Flat,S01008761 (Restalrig and Lochend - 06),2024-03-04 06:41:40.8028870
1000021255,141014886,"FLAT D  ","3 NEW BRIDGE STREET ","AYR ",KA7 1JX,2024-01-30,"RdSAP, existing dwelling",2024-02-01,268.00,76,4332.0000,351.0000,65,D,68,D,61,D,64,D,47.00,"Description: Replace single glazed windows with low-E double glazed windows; Indicative Cost: £3,300 - £6,500; Typical Saving: 87; Energy Rating after improvement: D 68; Environmental Rating after improvement: D 64; Green Deal Eligible: Y | Description: Low energy lighting for all fixed outlets; Indicative Cost: £10; Typical Saving: 31; Energy Rating after improvement: D 66; Environmental Rating after improvement: D 62; Green Deal Eligible: N | ","Solid brick, as built, partial insulation (assumed) | Timber frame, as built, no insulation (assumed) ","Average | Very Poor ","Average | Very Poor ","Pitched, 150 mm loft insulation ","Good ","Good ","(another dwelling below) ","N/A ","N/A ","Description: Single glazed ","Very Poor ","Very Poor ","Boiler and radiators, mains gas ","Good ","Good ","Programmer, room thermostat and TRVs ","Good ","Good ","None ","N/A ","N/A ","From main system ","Good ","Good ","Low energy lighting in 67% of fixed outlets ","Good ","Good ",,,,3.60,0.30,3360.0000,3108.0000,549.00,549.00,423.00,324.00,,,11415,2067,-461,0,-365,,before 1919,2.5,S01005589 (Ayr South Harbour and Town Centre),246.00,0,6,4,67,top floor,02,1,3,unheated corridor,3,South Ayrshire,,boiler with radiators or underfloor heating,mains gas (not community),2106,natural,Single,0,not defined,0,"Array: Roof Area: 0%; Connection: not applicable (FGHRS or no PV);  | ",N,owner-occupied,marketed sale,5.77,00REME,Ayr West,0,End-Terrace,Flat,S01012481 (Ayr South Harbour and Town Centre - 02),2024-02-01 09:34:36.4173935
1000021593,116018690,"10 LOTHIAN ROAD ",,"JEDBURGH ",TD8 6LA,2024-01-19,"RdSAP, existing dwelling",2024-01-19,204.00,75,4335.0000,792.0000,74,C,78,C,73,C,78,C,36.00,"Description: Floor insulation (suspended floor); Indicative Cost: £800 - £1,200; Typical Saving: 265; Energy Rating after improvement: C 78; Environmental Rating after improvement: C 78; Green Deal Eligible: Y | ","Cavity wall, filled cavity ","Average ","Average ","(another dwelling above) ","N/A ","N/A ","Suspended, no insulation (assumed) ","N/A ","N/A ","Description: Fully double glazed ","Average ","Average ","Boiler and radiators, mains gas ","Good ","Good ","Programmer, room thermostat and TRVs ","Good ","Good ","None ","N/A ","N/A ","From main system ","Good ","Good ","Low energy lighting in all fixed outlets ","Very Good ","Very Good ",,,,2.70,0.60,3162.0000,2364.0000,789.00,795.00,384.00,384.00,,,7314,2060,0,0,0,,1950-1964,2,S01005388 (Jedburgh),162.00,0,10,10,100,ground floor,00,1,3,no corridor,3,Scottish Borders,,boiler with radiators or underfloor heating,mains gas (not community),2106,natural,Single,100,"double glazing, unknown install date",0,"Array: Roof Area: 0%; Connection: not applicable (FGHRS or no PV);  | ",N,rented (private),rental,,00QEMJ,Jedburgh and District,0,Mid-Terrace,Flat,S01012350 (Jedburgh - Doom Hill),2024-01-19 18:50:22.9250053
1000022365,135014799,"DARRALEA ","WEST END ","BATHGATE ",EH48 3AB,2024-02-15,"RdSAP, existing dwelling",2024-02-19,284.00,106,6159.0000,1764.0000,65,D,83,B,58,D,80,C,50.00,"Description: Cavity wall insulation; Indicative Cost: £500 - £1,500; Typical Saving: 291; Energy Rating after improvement: C 70; Environmental Rating after improvement: D 65; Green Deal Eligible: Y | Description: Solar water heating; Indicative Cost: £4,000 - £6,000; Typical Saving: 56; Energy Rating after improvement: C 74; Environmental Rating after improvement: C 72; Green Deal Eligible: Y | Description: Solar photovoltaic panels, 2.5 kWp; Indicative Cost: £3,500 - £5,500; Typical Saving: 506; Energy Rating after improvement: B 83; Environmental Rating after improvement: C 80; Green Deal Eligible: Y | Description: Floor insulation (suspended floor); Indicative Cost: £800 - £1,200; Typical Saving: 242; Energy Rating after improvement: C 73; Environmental Rating after improvement: C 70; Green Deal Eligible: Y | ","Cavity wall, as built, no insulation (assumed) ","Poor ","Poor ","Pitched, 300 mm loft insulation ","Very Good ","Very Good ","Suspended, no insulation (assumed) ","N/A ","N/A ","Description: Fully double glazed ","Good ","Good ","Boiler and radiators, mains gas ","Good ","Good ","Programmer, room thermostat and TRVs ","Good ","Good ","None ","N/A ","N/A ","From main system ","Good ","Good ","Low energy lighting in all fixed outlets ","Very Good ","Very Good ",,,,5.30,2.50,5211.0000,3615.0000,555.00,387.00,393.00,393.00,"Description: External insulation with cavity wall insulation |  ",,18803,2174,0,-3460,0,,1965-1975,2.7,S01006392 (Blackridge),147.00,0,14,14,100,,,1,4,,4,West Lothian,,boiler with radiators or underfloor heating,mains gas (not community),2106,natural,Single,100,double glazing installed during or after 2002,0,"Array: Roof Area: 0%; Connection: not applicable (FGHRS or no PV);  | ",N,owner-occupied,marketed sale,,00RHMJ,Armadale and Blackridge,0,Detached,Bungalow,"S01013431 (Blackridge, Westfield and Torphichen - 03)",2024-02-19 14:16:58.2719652
1000013214,126047225,"13 WOODHILL CRESCENT ","GIRDLE TOLL ","IRVINE ",KA11 1QR,2024-03-28,"RdSAP, existing dwelling",2024-03-28,218.00,56,2754.0000,378.0000,72,C,89,B,72,C,89,B,38.00,"Description: Solar photovoltaic panels, 2.5 kWp; Indicative Cost: £3,500 - £5,500; Typical Saving: 545; Energy Rating after improvement: B 89; Environmental Rating after improvement: B 89; Green Deal Eligible: Y | Description: Solar water heating; Indicative Cost: £4,000 - £6,000; Typical Saving: 50; Energy Rating after improvement: C 76; Environmental Rating after improvement: C 77; Green Deal Eligible: Y | Description: Floor insulation (suspended floor); Indicative Cost: £800 - £1,200; Typical Saving: 76; Energy Rating after improvement: C 74; Environmental Rating after improvement: C 75; Green Deal Eligible: Y | ","Cavity wall, filled cavity ","Good ","Good ","Pitched, 200 mm loft insulation ","Good ","Good ","Suspended, no insulation (assumed) ","N/A ","N/A ","Description: Fully double glazed ","Good ","Good ","Boiler and radiators, mains gas ","Good ","Good ","Programmer, room thermostat and TRVs ","Good ","Good ","None ","N/A ","N/A ","From main system ","Good ","Good ","Low energy lighting in all fixed outlets ","Very Good ","Very Good ",,,,2.20,1.30,2043.0000,1815.0000,471.00,321.00,240.00,240.00,,,6239,1835,0,0,0,,1984-1991,2.3,S01004397 (Irvine Perceton and Lawthorn),84.00,0,8,8,100,,,1,3,,3,North Ayrshire,,boiler with radiators or underfloor heating,mains gas (not community),2106,natural,Single,100,double glazing installed during or after 2002,0,"Array: Roof Area: 0%; Connection: not applicable (FGHRS or no PV);  | ",N,owner-occupied,marketed sale,,00QYMB,Irvine East,0,Detached,House,S01011208 (Irvine Perceton and Lawthorn - 04),2024-03-28 14:29:35.1136898
1000013391,136057009,"32 EWART GROVE ",,"BO'NESS ",EH51 0JJ,2024-03-20,"RdSAP, existing dwelling",2024-03-20,270.00,84,4743.0000,426.0000,64,D,78,C,59,D,73,C,48.00,"Description: Solar photovoltaic panels, 2.5 kWp; Indicative Cost: £3,500 - £5,500; Typical Saving: 512; Energy Rating after improvement: C 78; Environmental Rating after improvement: C 73; Green Deal Eligible: Y | Description: Solar water heating; Indicative Cost: £4,000 - £6,000; Typical Saving: 55; Energy Rating after improvement: D 67; Environmental Rating after improvement: D 63; Green Deal Eligible: Y | Description: Floor insulation (suspended floor); Indicative Cost: £800 - £1,200; Typical Saving: 88; Energy Rating after improvement: D 66; Environmental Rating after improvement: D 62; Green Deal Eligible: Y | ","System built, as built, no insulation (assumed) ","Very Poor ","Very Poor ","Pitched, 200 mm loft insulation ","Good ","Good ","Suspended, no insulation (assumed) ","N/A ","N/A ","Description: Fully double glazed ","Good ","Good ","Boiler and radiators, mains gas ","Good ","Good ","Programmer, room thermostat and TRVs ","Good ","Good ","None ","N/A ","N/A ","From main system ","Good ","Good ","Low energy lighting in all fixed outlets ","Very Good ","Very Good ",,,,4.00,1.30,3831.0000,3570.0000,537.00,372.00,375.00,375.00,,,13245,2092,0,0,0,,1950-1964,2.32,S01002466 (Kinneil),181.00,0,8,8,100,,,4,5,,5,Falkirk,,boiler with radiators or underfloor heating,mains gas (not community),2106,natural,Single,0,not defined,0,"Array: Roof Area: 0%; Connection: not applicable (FGHRS or no PV);  | ",N,owner-occupied,ECO assessment,,00QQMA,Bo'ness and Blackness,0,End-Terrace,House,S01009247 (Bo'ness - Douglas - 05),2024-03-20 10:36:56.2648955
1000010437,137054546,"58 ASPEN CRESCENT ",,"DUMFRIES ",DG1 4QF,2024-03-07,"RdSAP, existing dwelling",2024-03-07,438.00,53,3786.0000,810.0000,70,C,90,B,49,E,73,C,74.00,"Description: Solar photovoltaic panels, 2.5 kWp; Indicative Cost: £3,500 - £5,500; Typical Saving: 558; Energy Rating after improvement: B 90; Environmental Rating after improvement: C 73; Green Deal Eligible: Y | Description: High performance external doors; Indicative Cost: £1,000; Typical Saving: 45; Energy Rating after improvement: C 76; Environmental Rating after improvement: D 61; Green Deal Eligible: Y | Description: Floor insulation (solid floor); Indicative Cost: £4,000 - £6,000; Typical Saving: 122; Energy Rating after improvement: C 72; Environmental Rating after improvement: E 53; Green Deal Eligible: Y | Description: Solar water heating; Indicative Cost: £4,000 - £6,000; Typical Saving: 102; Energy Rating after improvement: C 75; Environmental Rating after improvement: D 59; Green Deal Eligible: Y | ","Timber frame, as built, insulated (assumed) ","Good ","Good ","Pitched, 150 mm loft insulation ","Good ","Good ","Solid, no insulation (assumed) ","N/A ","N/A ","Description: Fully triple glazed ","Good ","Good ","Electric storage heaters ","Average ","Poor ","Controls for high heat retention storage heaters ","Good ","Good ","Room heaters, electric ","N/A ","N/A ","Electric immersion, off-peak ","Average ","Poor ","Low energy lighting in all fixed outlets ","Very Good ","Very Good ",,,,3.90,1.90,2652.0000,2202.0000,867.00,507.00,267.00,267.00,,,5296,1951,-204,0,0,,1976-1983,2.336,S01001002 (Dumfries South),230.00,1,8,8,100,,,1,3,,3,Dumfries and Galloway,,electric storage heaters,electricity (not community),2404,natural,dual,100,triple glazing,0,"Array: Roof Area: 0%; Connection: not applicable (FGHRS or no PV);  | ",N,rented (social),none of the above,,00QHMK,Nith,0,Semi-Detached,House,S01007601 (Calside - 01),2024-03-07 10:56:27.5327965
1000010581,906212087,"13 RINTOUL PLACE ","STOCKBRIDGE ","EDINBURGH ",EH3 5JF,2024-02-08,"RdSAP, existing dwelling",2024-02-09,178.00,49,2166.0000,267.0000,76,C,79,C,81,B,84,B,29.00,"Description: Internal or external wall insulation; Indicative Cost: £4,000 - £14,000; Typical Saving: 90; Energy Rating after improvement: C 79; Environmental Rating after improvement: B 84; Green Deal Eligible: Y | ","Sandstone or limestone, as built, no insulation (assumed) ","Poor ","Poor ","(another dwelling above) ","N/A ","N/A ","Suspended, insulated ","N/A ","N/A ","Description: Full secondary glazing ","Good ","Good ","Boiler and radiators, mains gas ","Good ","Good ","Programmer, room thermostat and TRVs ","Good ","Good ","Room heaters, wood logs ","N/A ","N/A ","From main system ","Good ","Good ","Low energy lighting in all fixed outlets ","Very Good ","Very Good ",,,,1.40,0.20,1566.0000,1296.0000,387.00,390.00,213.00,213.00,,"Description: Biomass secondary heating | ",3918,1514,0,0,-970,,before 1919,2.65,S01002210 (Stockbridge),151.00,0,10,10,100,ground floor,00,1,2,no corridor,2,Edinburgh City,,boiler with radiators or underfloor heating,mains gas (not community),2106,natural,Single,100,secondary glazing,0,"Array: Roof Area: 0%; Connection: not applicable (FGHRS or no PV);  | ",N,rented (private),none of the above,,00QPME,Inverleith,0,Mid-Terrace,Flat,S01008858 (Stockbridge - 02),2024-02-09 15:06:29.4583228
1000008665,906224488,"25 SILVERKNOWES ROAD ","SILVERKNOWES ","EDINBURGH ",EH4 5LL,2024-02-27,"RdSAP, existing dwelling",2024-03-20,336.00,95,7131.0000,2502.0000,54,E,79,C,49,E,77,C,59.00,"Description: Room-in-roof insulation; Indicative Cost: £1,500 - £2,700; Typical Saving: 777; Energy Rating after improvement: D 68; Environmental Rating after improvement: D 67; Green Deal Eligible: Y | Description: Solar water heating; Indicative Cost: £4,000 - £6,000; Typical Saving: 57; Energy Rating after improvement: C 69; Environmental Rating after improvement: D 68; Green Deal Eligible: Y | Description: Solar photovoltaic panels, 2.5 kWp; Indicative Cost: £3,500 - £5,500; Typical Saving: 526; Energy Rating after improvement: C 79; Environmental Rating after improvement: C 77; Green Deal Eligible: Y | ","Cavity wall, filled cavity ","Average ","Average ","Pitched, no insulation (assumed) | Roof room(s), no insulation (assumed) ","Very Poor | Very Poor ","Very Poor | Very Poor ","Suspended, insulated ","N/A ","N/A ","Description: Fully triple glazed ","Good ","Good ","Boiler and radiators, mains gas ","Good ","Good ","Programmer, room thermostat and TRVs ","Good ","Good ","Room heaters, electric ","N/A ","N/A ","From main system ","Good ","Good ","Low energy lighting in all fixed outlets ","Very Good ","Very Good ",,,,5.60,3.00,6270.0000,3939.0000,459.00,288.00,402.00,402.00,,,18116,1795,-2347,0,0,,1930-1949,2.6,S01002268 (Silverknowes and Davidson's Mains),154.00,0,12,12,100,,,4,5,,5,Edinburgh City,,boiler with radiators or underfloor heating,mains gas (not community),2106,natural,Single,0,not defined,0,"Array: Roof Area: 0%; Connection: not applicable (FGHRS or no PV);  | ",N,owner-occupied,none of the above,,00QPMA,Almond,0,Semi-Detached,House,S01008938 (Silverknowes and Davidson's Mains - 04),2024-03-20 09:17:25.0841515
1000008978,906161797,"12A MEADOW PLACE ","MARCHMONT ","EDINBURGH ",EH9 1JZ,2024-02-20,"RdSAP, existing dwelling",2024-02-21,173.00,83,3189.0000,534.0000,76,C,79,C,75,C,80,C,30.00,"Description: Internal or external wall insulation; Indicative Cost: £4,000 - £14,000; Typical Saving: 104; Energy Rating after improvement: C 78; Environmental Rating after improvement: C 78; Green Deal Eligible: Y | Description: Floor insulation (suspended floor); Indicative Cost: £800 - £1,200; Typical Saving: 75; Energy Rating after improvement: C 79; Environmental Rating after improvement: C 80; Green Deal Eligible: Y | ","Sandstone or limestone, as built, no insulation (assumed) ","Poor ","Poor ","(another dwelling above) ","N/A ","N/A ","Suspended, no insulation (assumed) ","N/A ","N/A ","Description: Fully double glazed ","Average ","Average ","Boiler and radiators, mains gas ","Good ","Good ","Programmer, room thermostat and TRVs ","Good ","Good ","None ","N/A ","N/A ","From main system ","Good ","Good ","Low energy lighting in all fixed outlets ","Very Good ","Very Good ",,,,2.50,0.50,2340.0000,1803.0000,498.00,501.00,351.00,351.00,,,7417,1944,0,0,-1240,,before 1919,3.29,S01002037 (Marchmont East and Sciennes),138.00,0,11,11,100,ground floor,00,1,3,no corridor,3,Edinburgh City,,boiler with radiators or underfloor heating,mains gas (not community),2106,natural,Single,100,double glazing installed before 2002,0,"Array: Roof Area: 0%; Connection: not applicable (FGHRS or no PV);  | ",N,owner-occupied,marketed sale,,00QPMK,Meadows/Morningside,0,Mid-Terrace,Flat,S01008614 (Marchmont East and Sciennes - 04),2024-02-21 16:29:15.8084194
1000011386,906382569,"FLAT 10  ","37 OCEAN DRIVE ","EDINBURGH ",EH6 6JL,2024-02-16,"RdSAP, existing dwelling",2024-02-16,119.00,70,2073.0000,129.0000,81,B,82,B,84,B,85,B,21.00,"Description: Replacement glazing units; Indicative Cost: £1,000 - £1,400; Typical Saving: 43; Energy Rating after improvement: B 82; Environmental Rating after improvement: B 85; Green Deal Eligible: Y | ","Cavity wall, as built, insulated (assumed) | System built, as built, insulated (assumed) ","Good | Good ","Good | Good ","(another dwelling above) ","N/A ","N/A ","(another dwelling below) ","N/A ","N/A ","Description: Fully double glazed ","Average ","Average ","Boiler and radiators, mains gas ","Good ","Good ","Programmer, TRVs and bypass ","Average ","Average ","None ","N/A ","N/A ","From main system ","Good ","Good ","Low energy lighting in all fixed outlets ","Very Good ","Very Good ",,,,1.50,0.20,1263.0000,1134.0000,489.00,489.00,321.00,321.00,,,2829,1889,0,0,0,,1999-2002,2.3,S01002304 (Leith Docks),109.00,0,7,7,100,mid floor,03,1,3,unheated corridor,3,Edinburgh City,,boiler with radiators or underfloor heating,mains gas (not community),2107,natural,Single,100,double glazing installed before 2002,0,"Array: Roof Area: 0%; Connection: not applicable (FGHRS or no PV);  | ",N,rented (private),rental,12.75,00QPMN,Leith,0,Mid-Terrace,Flat,S01008779 (The Shore and Constitution Street - 02),2024-02-16 13:25:07.3504689
